Date,Mean_PCP,Mean_Tmax,Mean_Tmin,rh,solar,wind
28-03-1982,0,26.7,14.4,0.41,23.02,3.44
29-03-1982,0,30.9,15.6,0.48,22.17,3.4
30-03-1982,0,29.9,16.7,0.37,23.7,4.39
31-03-1982,0,26.5,15.6,0.38,24.04,4.57
01-04-1982,0,31.8,15.6,0.28,24.48,3.9
02-04-1982,0,26.2,16.7,0.4,24.39,3.69
03-04-1982,0,30.1,15.6,0.3,24.73,3.87
04-04-1982,0,31.5,17.8,0.29,13.4,5.21
05-04-1982,0,33.7,18.9,0.54,11.96,4.64
06-04-1982,13,30.6,14.4,0.71,9.23,4.99
07-04-1982,9.2,33.7,14.4,0.42,23.38,4.06
08-04-1982,7.5,31.7,12.2,0.44,25.45,4.24
09-04-1982,0,32.7,13.9,0.34,25.43,3.97
10-04-1982,0,35.8,15.6,0.28,25.34,4.5
11-04-1982,0,27.2,17.8,0.28,24.51,5.99
12-04-1982,0,25.3,17.8,0.29,24.74,4.9
13-04-1982,0,29.3,18.3,0.29,25.19,5.34
14-04-1982,0,32.3,18.3,0.24,24.96,5.37
15-04-1982,0,31.3,18.9,0.29,22.49,6.31
16-04-1982,17,30.4,14.4,0.4,15.78,7.4
17-04-1982,19,27.8,13.3,0.36,19.44,5.11
18-04-1982,14,29.6,14.4,0.31,23.85,5.25
19-04-1982,0,37.3,15.6,0.38,25.86,4.15
20-04-1982,0,33.9,16.7,0.43,24.48,3.74
21-04-1982,0,36.3,18.3,0.39,23.67,4.09
22-04-1982,0,39.6,18.3,0.31,26.42,4.69
23-04-1982,0,34.9,18.9,0.28,26.09,5.11
24-04-1982,0,38.3,20,0.37,19.62,4.37
25-04-1982,0,28.2,21.7,0.31,19.04,3.84
26-04-1982,4,31.9,16.7,0.43,17.62,2.71
27-04-1982,5.2,35,16.1,0.4,19.33,3.06
28-04-1982,22,35.1,15.6,0.58,7.03,4.38
29-04-1982,42,28.6,13.9,0.39,26.92,4.09
30-04-1982,0,33.4,14.4,0.41,27.49,3.93
01-05-1982,0,38.7,17.8,0.32,27.21,4.35
02-05-1982,0,40.2,20,0.28,26.46,5.39
03-05-1982,0,33.4,20.6,0.28,27.08,4.99
04-05-1982,0,38.5,20,0.34,27.1,4.52
05-05-1982,0,37.9,20,0.36,26.36,4.1
06-05-1982,0,42.2,21.7,0.45,23.83,3.57
07-05-1982,0,33,20,0.51,15.43,3.98
08-05-1982,0,41.1,21.7,0.34,26.53,3.23
09-05-1982,2,38.8,20,0.39,23.2,3.88
10-05-1982,5,38.6,19.4,0.56,6.94,3.96
11-05-1982,3,31.9,17.8,0.47,13.4,3.57
12-05-1982,0,40.8,20,0.38,22.06,2.65
13-05-1982,8,39.4,16.7,0.33,19.89,3.28
14-05-1982,92,41,12.8,0.55,10.05,5.36
15-05-1982,2,39.9,15,0.54,19.63,4.42
16-05-1982,0,39.6,15.6,0.43,28.01,4.12
17-05-1982,0,37.1,15.6,0.37,27.98,4.84
18-05-1982,0,41.5,17.8,0.34,26.86,4.32
19-05-1982,0,41.5,20.6,0.36,22.74,4.28
20-05-1982,0,40,19.4,0.37,24.69,4.06
21-05-1982,0,35.1,18.9,0.35,27.93,3.77
22-05-1982,0,36.2,18.3,0.42,27.49,4.52
23-05-1982,0,41.2,15.6,0.32,27.78,4.4
24-05-1982,0,37.7,20,0.3,27.26,4.33
25-05-1982,0,40.9,21.1,0.38,24.11,3.71
26-05-1982,0,38,21.7,0.32,27.07,3.67
27-05-1982,0,44.8,22.2,0.2,27.73,5.29
28-05-1982,0,38.2,22.2,0.19,28.65,6.16
29-05-1982,0,39.5,21.7,0.17,28.98,5.83
30-05-1982,0,43.8,24.4,0.17,28.23,5.39
31-05-1982,0,42.2,23.3,0.18,23.24,4.85
01-06-1982,0,36.3,23.3,0.13,29.18,6.29
02-06-1982,0,34,21.7,0.18,28.84,5.76
03-06-1982,0,39,22.2,0.16,29.28,5.18
04-06-1982,0,36.6,22.8,0.15,29.5,4.54
05-06-1982,0,32.2,23.3,0.24,29.32,3.04
06-06-1982,0,31,24.4,0.24,28.98,3.72
07-06-1982,0,43.9,25.6,0.21,29.16,4.32
08-06-1982,0,44,26.7,0.19,28.97,4.09
09-06-1982,0,37.8,26.1,0.18,28.98,4.81
10-06-1982,0,40.9,27.2,0.19,28.85,3.99
11-06-1982,3,33.9,22.8,0.18,28.35,4.37
12-06-1982,1,27,21.1,0.2,28.54,3.59
13-06-1982,0,36.5,22.2,0.29,27.97,4.41
14-06-1982,8,35.2,22.8,0.22,28.61,3.88
15-06-1982,32.5,33.4,22.2,0.21,28.57,3.93
16-06-1982,25,21.9,21.1,0.18,29.07,4.51
17-06-1982,15,33.5,20,0.16,27.89,4.16
18-06-1982,11,28.7,18.9,0.16,28.24,4.58
19-06-1982,0,29.8,21.7,0.21,28.6,3.88
20-06-1982,0,27.2,20,0.25,29,4.53
21-06-1982,0,20.8,21.7,0.2,28.98,4.51
22-06-1982,0,27.4,22.8,0.18,28.69,5.07
23-06-1982,0,28.5,24.4,0.14,29.18,4.88
24-06-1982,0,31.5,22.8,0.15,29.21,4.72
25-06-1982,0,34.2,23.3,0.21,29.2,5.22
26-06-1982,0,33.3,23.9,0.22,28.38,5.24
27-06-1982,0,39.3,26.1,0.22,28.6,4.83
28-06-1982,0,36.4,22.8,0.27,25.84,3.86
29-06-1982,0,42,23.9,0.23,28.57,4.4
30-06-1982,0,36.2,20,0.25,28.51,4.24
01-07-1982,3,33.7,23.9,0.27,28.6,4.03
02-07-1982,0,34.3,22.2,0.22,28.92,4.27
03-07-1982,0,31.8,24.4,0.2,28.91,4.66
04-07-1982,0,34.9,22.8,0.16,29.2,4.9
05-07-1982,0,28.9,24.4,0.17,28.9,5.06
06-07-1982,0,34,25.6,0.2,28.26,4.85
07-07-1982,0,33,25.6,0.2,28.37,4.87
08-07-1982,0,29.1,25.6,0.2,29.14,4.96
09-07-1982,0,28.5,25,0.15,28.99,4.2
10-07-1982,0,32.7,25.6,0.17,28.64,4.58
11-07-1982,0,35.1,26.1,0.21,28.21,4.74
12-07-1982,0,25.7,24.4,0.27,27.69,2.94
13-07-1982,1.6,35.2,22.2,0.27,25.16,2.96
14-07-1982,0,30.6,23.3,0.24,27.25,3.22
15-07-1982,0,32.8,24.4,0.4,26.98,2.38
16-07-1982,0.5,33.4,23.3,0.51,25.09,2.26
17-07-1982,0,33.7,25,0.51,25.86,2.18
18-07-1982,0,34.4,25,0.41,27.27,3.59
19-07-1982,0,35.4,26.1,0.51,23.88,2.72
20-07-1982,2,32.5,23.9,0.56,26.49,2.22
21-07-1982,1,39.1,23.3,0.55,26.4,2.11
22-07-1982,4,31.9,23.3,0.59,26.6,2.11
23-07-1982,0,28.9,23.3,0.67,25.63,2.6
24-07-1982,21.4,26.9,23.3,0.62,22.87,2.07
25-07-1982,48.8,33,23.3,0.59,10.19,1.87
26-07-1982,0,27.7,22.2,0.62,26.73,2.32
27-07-1982,0,30.2,23.9,0.63,26.37,2.43
28-07-1982,12,27.2,23.3,0.66,25.14,1.98
29-07-1982,0,27.6,23.3,0.75,24.28,1.79
30-07-1982,15.8,30.8,22.2,0.75,25.11,2.19
31-07-1982,24.4,23.2,22.2,0.79,6.18,1.92
01-08-1982,16.8,30.3,23.3,0.74,14.26,1.76
02-08-1982,0,34.1,23.9,0.7,24.89,1.52
03-08-1982,18,31.4,23.9,0.77,20.63,1.65
04-08-1982,2.5,31.6,24.4,0.76,20.79,1.69
05-08-1982,52.8,33.4,23.9,0.67,24.98,1.91
06-08-1982,42.4,31.7,22.2,0.6,25.9,2.5
07-08-1982,0,33.3,25.6,0.63,25.35,1.78
08-08-1982,8.8,33,23.9,0.73,24.3,1.98
09-08-1982,4.8,32.3,24.4,0.76,23.13,1.61
10-08-1982,7.4,25.4,23.3,0.83,5.59,1.78
11-08-1982,7.8,32.7,23.9,0.67,24.47,2.58
12-08-1982,0,31.1,23.3,0.62,25.23,2.33
13-08-1982,0,33.4,23.9,0.72,25.08,2
14-08-1982,0,31.6,23.3,0.76,23.95,1.7
15-08-1982,29.8,35.5,23.9,0.88,3.77,1.94
16-08-1982,30.4,30.6,25.6,0.79,22.54,1.57
17-08-1982,42.8,33.8,22.2,0.79,22.2,2.92
18-08-1982,0,32.9,23.3,0.72,19.14,1.88
19-08-1982,1,28.7,23.3,0.73,24.58,2.15
20-08-1982,17.4,27.1,22.2,0.69,23.55,2.41
21-08-1982,0,29.9,22.2,0.69,24.49,2.4
22-08-1982,0,32,22.8,0.67,24.02,2.48
23-08-1982,42,30.3,22.8,0.58,22.54,2.2
24-08-1982,0,35.3,22.2,0.59,24.55,2.55
25-08-1982,0,35.3,22.8,0.51,24.33,2.97
26-08-1982,0.5,30.4,21.7,0.36,24.78,4.32
27-08-1982,0,34.7,21.7,0.23,25.14,3.69
28-08-1982,0,32.1,23.3,0.34,24.09,2.99
29-08-1982,1.8,33.7,20,0.27,21.37,3.69
30-08-1982,0,32.9,20.6,0.27,23.88,3.54
31-08-1982,0,30.8,20.6,0.3,24.67,4.07
01-09-1982,0,33.6,21.1,0.28,24.87,4.19
02-09-1982,0,30.8,20.6,0.28,23.9,3.92
03-09-1982,0,31.5,20.6,0.31,19.23,3.12
04-09-1982,0,33.5,21.1,0.33,23.9,3.87
05-09-1982,0,28.4,22.2,0.38,23.63,3.19
06-09-1982,0,30,22.2,0.33,23.58,3.32
07-09-1982,0,33.2,22.8,0.3,23.3,3.59
08-09-1982,1.5,31.9,22.2,0.24,23.66,4.12
09-09-1982,0,33.3,21.1,0.17,23.89,4.21
10-09-1982,0,34,21.7,0.25,23.18,2.94
11-09-1982,0,33.8,19.4,0.34,22.87,3
12-09-1982,0,31.5,20,0.45,21.74,3.05
13-09-1982,0.5,33.3,20.6,0.27,22.44,4.25
14-09-1982,0,32.2,21.1,0.29,22.49,3.71
15-09-1982,0,31.2,21.1,0.24,22.83,4.02
16-09-1982,0,33,21.7,0.22,22.85,3.56
17-09-1982,0,36.8,22.2,0.28,22.34,3.7
18-09-1982,0,31.6,22.2,0.27,22.15,3.35
19-09-1982,0,34.2,22.2,0.25,22.07,3.89
20-09-1982,0,32.6,21.1,0.19,22.07,4.36
21-09-1982,0,30.7,22.2,0.17,21.57,4.91
22-09-1982,0,34.9,22.2,0.28,17.38,4.14
23-09-1982,4.4,28.9,17.2,0.55,2.52,5.23
24-09-1982,1,31.5,16.7,0.34,18.61,3.71
25-09-1982,0,31,17.2,0.26,21.63,4.06
26-09-1982,0,33.1,17.8,0.16,21.7,4.69
27-09-1982,0,32.5,17.2,0.18,20.96,5.18
28-09-1982,0,34.4,16.7,0.17,20.78,5.27
29-09-1982,0,29.3,17.8,0.16,20.86,4.89
30-09-1982,0,33.3,16.7,0.16,20.76,5.07
01-10-1982,0,30.6,16.7,0.17,21.02,4.29
02-10-1982,0,29.9,16.1,0.2,20.7,4.16
03-10-1982,0,33.1,16.7,0.27,20.28,4.33
04-10-1982,0,30.4,16.7,0.24,20.19,3.96
05-10-1982,0,30.8,17.2,0.26,19.57,3.9
06-10-1982,0,31.4,17.8,0.31,19.33,3.64
07-10-1982,0,32.9,18.9,0.29,19.02,4.29
08-10-1982,0,28.5,17.8,0.3,18.89,4.45
09-10-1982,0,30.9,18.3,0.27,19.17,4.61
10-10-1982,0,33,18.9,0.36,18.95,3.75
11-10-1982,0,29.1,16.7,0.35,19.01,3.58
12-10-1982,0,31.4,17.8,0.29,18.63,4.34
13-10-1982,0,32.4,17.8,0.27,18.49,4.22
14-10-1982,0,29.4,18.3,0.3,18.28,4.12
15-10-1982,0,29.1,18.3,0.27,18.47,4.35
16-10-1982,0,31.1,17.2,0.28,17.55,4.07
17-10-1982,0,29.8,17.8,0.25,18.12,3.73
18-10-1982,0,33.5,18.3,0.3,18.23,3.75
19-10-1982,0,32.1,18.3,0.25,18.06,4.49
20-10-1982,0,34,17.8,0.34,17.29,4.44
21-10-1982,0,30.4,17.2,0.35,16.25,4.08
22-10-1982,0,32.6,17.8,0.33,17.01,3.89
23-10-1982,0,30.7,16.7,0.33,16.72,4.26
24-10-1982,0,29.6,17.2,0.32,17,4.67
25-10-1982,0,29.9,15.6,0.26,16.76,5.44
26-10-1982,0,34,18.9,0.45,3.3,7.36
27-10-1982,0,28.9,15.6,0.52,4.14,6.84
28-10-1982,4.4,28.9,16.1,0.55,1.93,5.92
29-10-1982,1,29.5,15.6,0.22,17.09,5.05
30-10-1982,0,29.9,15.6,0.24,17.1,3.79
31-10-1982,0,30.3,15,0.3,16.57,3.41
01-11-1982,0,29.1,15.6,0.28,16.51,4.03
02-11-1982,0,27,13.9,0.27,16.52,3.7
03-11-1982,0,27.6,15,0.2,15.43,3.88
04-11-1982,0,29.4,13.3,0.26,16.07,4.42
05-11-1982,0,31.1,13.9,0.32,15.56,4.53
06-11-1982,0,30.5,14.4,0.23,16.02,3.73
07-11-1982,0,25.4,12.2,0.27,15.49,4.16
08-11-1982,0,25.7,15,0.36,15.01,2.82
09-11-1982,0,27.2,14.4,0.36,15.52,2.82
10-11-1982,0,30.6,16.7,0.42,15.04,3.48
11-11-1982,0,26.6,13.3,0.33,15.05,3.29
12-11-1982,0,27,13.3,0.4,14.89,3.24
13-11-1982,0,28.6,14.4,0.26,14.97,3.91
14-11-1982,0,30.4,13.3,0.22,14.99,4.05
15-11-1982,0,30.3,13.3,0.39,14.18,3.27
16-11-1982,2.4,28.5,13.9,0.22,13.12,3.91
17-11-1982,0,25.9,14.4,0.31,9.74,3.05
18-11-1982,0,30.4,16.1,0.39,2.82,3.37
19-11-1982,0,27.8,15.6,0.45,2.83,3.51
20-11-1982,0,28.9,14.4,0.37,10.92,3.41
21-11-1982,0,26.9,12.2,0.25,10.88,4.16
22-11-1982,0,26.5,10.6,0.19,14.34,4.46
23-11-1982,0,26.2,11.7,0.18,14.45,3.96
24-11-1982,0,25.4,10.6,0.16,14.05,4.3
25-11-1982,0,22.8,10,0.2,13.82,3.8
26-11-1982,0,27.1,10,0.26,14.16,4.41
27-11-1982,0,25.6,8.9,0.43,14.13,4.1
28-11-1982,0,23.8,8.9,0.45,14.11,3.79
29-11-1982,0,22.2,8.9,0.39,13.68,3.98
30-11-1982,0,22.6,10,0.42,12.14,4.29
01-12-1982,0,21.2,11.7,0.37,13.16,4.06
02-12-1982,0,23,12.2,0.34,13.15,3.66
03-12-1982,0,26.2,11.7,0.29,12.48,4.09
04-12-1982,0,16.1,10.6,0.27,13.23,4.36
05-12-1982,0,19.5,8.9,0.35,13.37,4.1
06-12-1982,0,20,8.3,0.35,13.64,3.88
07-12-1982,0,22.4,8.3,0.3,12.12,4.21
08-12-1982,0,21.6,10,0.45,6.71,3.69
09-12-1982,0,22.7,11.1,0.62,2.36,4.38
10-12-1982,0,13.7,10.6,0.47,12.98,3.93
11-12-1982,0,20.4,8.3,0.44,12.77,4.03
12-12-1982,0,20.6,11.7,0.44,7.64,3.28
13-12-1982,0,12.6,12.8,0.46,6.72,4.34
14-12-1982,0,22.4,11.1,0.39,12.56,4.62
15-12-1982,0,22.8,10,0.51,12.9,3.87
16-12-1982,0,16.4,9.4,0.7,13.19,4.02
17-12-1982,0,21.9,9.4,0.61,8.68,4.59
18-12-1982,0,19.3,8.9,0.6,13.05,4.42
19-12-1982,0,20,8.9,0.7,12.94,3.82
20-12-1982,0,16.2,7.8,0.59,12.25,4.13
21-12-1982,0,22,8.9,0.62,11.08,3.72
22-12-1982,0,24.1,8.3,0.66,5.51,4.26
23-12-1982,0,18.5,8.9,0.79,8.39,3.43
24-12-1982,0,22.6,8.9,0.67,12.73,4.24
25-12-1982,0,28.5,7.8,0.71,13.07,3.83
26-12-1982,0,15.8,7.2,0.68,13.06,3.35
27-12-1982,0,20.1,7.2,0.68,10.13,3.07
28-12-1982,3.4,21.9,8.9,0.86,0.88,2.93
29-12-1982,21.4,15.1,6.7,0.67,12.14,3.42
30-12-1982,0,13.9,6.1,0.59,12.89,3.91
31-12-1982,0,16.2,6.7,1,0.04,4.4
01-01-1983,0,14.2,6.1,0.81,11.99,3.84
02-01-1983,0,20.7,6.7,0.86,10.72,3.43
03-01-1983,0,18.7,5.6,0.85,12.79,2.82
04-01-1983,0,19.1,6.1,0.81,13,2.94
05-01-1983,0,20.1,6.7,0.68,12.77,4.05
06-01-1983,0,20,8.9,0.67,12.59,3.44
07-01-1983,0,14.8,10,0.75,3.96,4.59
08-01-1983,0,19.6,7.2,0.54,10.05,5.08
09-01-1983,0,19.3,7.2,0.79,2.63,3.59
10-01-1983,2,17.8,6.1,0.8,13.43,2.81
11-01-1983,0,20.8,6.7,0.71,12.01,2.98
12-01-1983,0,16.6,5,0.59,13.37,3.72
13-01-1983,0,22.2,5,0.48,13.9,3.73
14-01-1983,0,23.4,6.7,0.48,12.64,3.12
15-01-1983,0,14.5,6.7,0.48,6,4.47
16-01-1983,0,19.3,5.6,0.53,13.98,3.16
17-01-1983,0,17.3,7.2,0.76,13.65,3.5
18-01-1983,0,16.7,6.7,0.76,14.15,3.97
19-01-1983,0,20.3,6.7,0.81,14.56,3.87
20-01-1983,0,21.7,6.7,0.77,14.52,3.8
21-01-1983,0,18.7,7.2,0.7,14.02,3.98
22-01-1983,0,12.9,7.8,0.64,13.69,3.53
23-01-1983,0,12.8,8.3,0.59,11.97,4.41
24-01-1983,0,16.3,8.3,0.66,14.78,3.91
25-01-1983,0,14.9,7.8,0.56,14.78,3.92
26-01-1983,0,21.8,7.8,0.54,13.86,4.31
27-01-1983,30,14.5,7.2,0.79,3.82,5.28
28-01-1983,64.8,21.3,7.8,0.85,1.76,3.94
29-01-1983,35,21,6.7,0.77,12.36,3.22
30-01-1983,18,16,6.7,0.62,14.84,3.17
31-01-1983,0,21.1,5,0.55,15.56,3.41
01-02-1983,0,19.7,5.6,0.51,15.6,3.52
02-02-1983,0,16.4,6.7,0.51,14.99,3.66
03-02-1983,0,20.1,6.1,0.37,16.01,4.56
04-02-1983,0,24.2,5.6,0.35,16.33,4.23
05-02-1983,0,23.2,5.6,0.4,16.56,3.66
06-02-1983,0,23.2,7.2,0.36,16.47,4.39
07-02-1983,0,19.4,7.8,0.42,14.46,4.31
08-02-1983,4.5,22.2,7.2,0.36,16.42,3.83
09-02-1983,0,22.3,7.8,0.34,16.76,3.87
10-02-1983,0,23,6.7,0.26,17.15,4.42
11-02-1983,0,20.9,6.7,0.29,16.89,3.75
12-02-1983,0,19.7,7.2,0.31,15.55,3.45
13-02-1983,0,21.2,8.9,0.55,8.85,3.04
14-02-1983,5.5,19.9,10,0.79,3.19,3.66
15-02-1983,9.5,21.7,11.1,0.49,7.49,3.69
16-02-1983,13.5,18.3,11.1,0.43,15.31,3.34
17-02-1983,0,19.9,10,0.4,13.38,3.29
18-02-1983,0,20,10.6,0.39,15.45,3.83
19-02-1983,0,15.8,8.9,0.37,17.97,4.87
20-02-1983,0,23.1,8.9,0.4,16.13,4.12
21-02-1983,0,24.4,9.4,0.36,17.91,5.07
22-02-1983,0,18.7,10,0.39,16.53,5.44
23-02-1983,0,26.4,9.4,0.5,17.92,5.17
24-02-1983,1.5,22.6,11.1,0.47,13.12,5.35
25-02-1983,7.5,19.2,10,0.31,15.82,5.04
26-02-1983,0,26.1,8.9,0.27,19.26,4.69
27-02-1983,0,23.1,8.9,0.33,19.12,4.99
28-02-1983,0,26.1,11.1,0.62,4.42,6.75
01-03-1983,0,24.1,13.3,0.57,4.45,5.56
02-03-1983,2,27.9,12.2,0.31,18.91,4.96
03-03-1983,6.5,28.6,11.1,0.23,20.38,5.59
04-03-1983,0,30.3,10,0.23,20.78,5.11
05-03-1983,0,23,11.1,0.28,20.7,3.93
06-03-1983,0,29.3,8.9,0.32,18.11,3.55
07-03-1983,0,30.3,11.7,0.26,14.74,4.3
08-03-1983,0,31.2,13.9,0.46,5.17,5.48
09-03-1983,0,26.4,16.7,0.3,16.37,5.03
10-03-1983,0.5,30.2,17.8,0.28,18.73,4.48
11-03-1983,0,24.4,17.2,0.16,21.98,5.6
12-03-1983,0,23.4,14.4,0.19,20.38,4.55
13-03-1983,0,26.1,11.1,0.27,18.58,4.45
14-03-1983,0,20.8,10.6,0.23,20.89,3.66
15-03-1983,0,24.4,12.8,0.17,16.57,4.46
16-03-1983,0,25.2,12.8,0.23,9.01,5.14
17-03-1983,0,22,13.9,0.45,16.94,5.82
18-03-1983,0,24.5,15.6,0.63,6.2,6.39
19-03-1983,1.5,26.6,13.3,0.61,3.76,4.97
20-03-1983,32,30.4,11.7,0.44,11.92,4
21-03-1983,2,25.4,12.2,0.24,22.41,4.73
22-03-1983,11.5,35.6,10,0.21,23.43,5.32
23-03-1983,0,24.4,8.9,0.33,22.01,5.15
24-03-1983,0,20.7,11.1,0.49,12.9,5.57
25-03-1983,0,23.6,15.6,0.67,9.88,4.74
26-03-1983,7.5,26.5,13.9,0.32,13.94,4.5
27-03-1983,0,19.5,12.8,0.22,19.6,5.09
28-03-1983,0,23.7,12.2,0.17,24.47,4.08
29-03-1983,0,27,11.7,0.24,24.45,4.1
30-03-1983,0,28.8,11.1,0.34,23.21,4.3
31-03-1983,0,28.1,14.4,0.31,22.36,3.87
01-04-1983,0,29.6,14.4,0.33,20.41,6.42
02-04-1983,0,26.7,16.7,0.38,20.52,5.07
03-04-1983,0,30.5,17.2,0.45,19.94,3.79
04-04-1983,0,32.1,16.7,0.39,23.92,3.15
05-04-1983,0,33.1,15.6,0.3,24.39,3.92
06-04-1983,0,37.3,14.4,0.56,20.33,3.7
07-04-1983,0,34.5,16.7,0.35,16.31,4.53
08-04-1983,0,29.8,14.4,0.38,21.47,4.09
09-04-1983,10.5,33.3,13.9,0.49,11.88,3.48
10-04-1983,20.5,31.7,14.4,0.26,24.52,3.72
11-04-1983,0,32.7,13.3,0.65,7.53,3.16
12-04-1983,0.5,29.6,15.6,0.38,17.46,3.49
13-04-1983,2.8,33.6,14.4,0.53,15.11,3.29
14-04-1983,0,26.9,15.6,0.79,2.98,4.61
15-04-1983,19,23.5,12.8,0.71,12.42,3.95
16-04-1983,16.4,33,12.2,0.48,20.11,4.21
17-04-1983,17.4,33.2,11.1,0.38,21.47,3.96
18-04-1983,0,30.6,12.8,0.25,25.99,3.91
19-04-1983,0,33.1,12.8,0.34,26.37,4.71
20-04-1983,0,28.9,13.3,0.44,26.44,4.75
21-04-1983,0,26.3,13.9,0.45,26.23,4.92
22-04-1983,0,26.8,15.6,0.42,26.39,5.5
23-04-1983,0,28.3,15,0.29,25.97,4.57
24-04-1983,0,28.4,17.8,0.29,26.56,4.93
25-04-1983,0,32.7,19.4,0.37,23.8,6.66
26-04-1983,0,29.7,20,0.27,25,5.33
27-04-1983,2.5,27.6,17.2,0.24,27.44,5.18
28-04-1983,0,30,17.8,0.19,27.06,6.95
29-04-1983,0,30.4,18.3,0.24,25.03,7.31
30-04-1983,0,31.7,22.2,0.27,13.14,6.66
01-05-1983,2,33.5,21.7,0.14,27.7,4.47
02-05-1983,0,33.7,20,0.17,27.71,5.78
03-05-1983,0,35.6,20.6,0.18,23.57,6.16
04-05-1983,0,40.4,20,0.19,27.62,5.26
05-05-1983,0,35.5,20.6,0.17,27.97,4.9
06-05-1983,0,39.9,21.1,0.18,28.26,3.67
07-05-1983,0,43.1,20.6,0.13,28.16,4.6
08-05-1983,0,31.5,22.2,0.28,26.78,4.02
09-05-1983,0,35.5,22.8,0.37,22.44,4.74
10-05-1983,0,44,23.9,0.35,19.36,3.42
11-05-1983,1.4,36.1,17.8,0.25,27.64,4.05
12-05-1983,20.4,42.4,17.2,0.19,22.98,4.27
13-05-1983,0,41.7,20,0.21,27.02,4.23
14-05-1983,13,42.1,18.3,0.25,28.31,3.9
15-05-1983,0,43.4,19.4,0.3,25.17,3.87
16-05-1983,0,36.8,21.1,0.47,23.84,3.97
17-05-1983,0,37.7,22.8,0.52,12.34,3.03
18-05-1983,14,38.4,19.4,0.45,19.65,2.62
19-05-1983,4.5,43.3,20,0.3,26.98,4.38
20-05-1983,0,44.7,18.9,0.68,14.71,2.8
21-05-1983,0,34.2,21.1,0.63,8.8,3.85
22-05-1983,3.5,41,17.8,0.43,19.12,3.37
23-05-1983,20.5,45.2,16.1,0.26,28.7,4.5
24-05-1983,0,41.4,18.3,0.27,28.75,4.09
25-05-1983,0,40.6,19.4,0.2,28.82,4.89
26-05-1983,0,43.1,20.6,0.25,25.47,5.11
27-05-1983,0,38.7,21.1,0.24,16.8,4.46
28-05-1983,0,46,22.8,0.2,23.79,4.25
29-05-1983,12,48.1,23.3,0.19,29.37,4.85
30-05-1983,0,48.2,20,0.16,29.68,5.52
31-05-1983,0,35.8,20.6,0.17,29.46,5.43
01-06-1983,0,41,22.8,0.13,28.77,5.76
02-06-1983,0,39.6,22.8,0.12,29.82,5.62
03-06-1983,0,35.6,25,0.11,30.21,5.82
04-06-1983,0,39.6,24.4,0.11,30.14,6.68
05-06-1983,0,36,23.3,0.11,30.58,5.82
06-06-1983,0,32.9,23.3,0.16,29.14,5.62
07-06-1983,0,41,22.8,0.24,21.11,4.79
08-06-1983,0,33.8,23.9,0.23,27.58,4.56
09-06-1983,0,34,22.2,0.36,15.05,1.95
10-06-1983,0,38.6,23.3,0.34,25.58,3.01
11-06-1983,0,33.2,21.1,0.3,28.15,3.88
12-06-1983,10,33.6,17.8,0.22,29.09,3.47
13-06-1983,0,24.4,18.9,0.22,29.38,4.26
14-06-1983,0,31,21.1,0.19,28.55,4.57
15-06-1983,0,29.4,24.4,0.22,22.11,4.43
16-06-1983,17,27.8,18.9,0.16,28.86,5.19
17-06-1983,0,25.6,21.1,0.17,29.46,5.48
18-06-1983,0,35.3,23.3,0.16,29.39,5.03
19-06-1983,0,31.8,22.8,0.13,29.82,5.12
20-06-1983,0,32,23.3,0.13,29.86,4.98
21-06-1983,0,32.2,24.4,0.13,30.11,4.67
22-06-1983,0,27.3,24.4,0.17,29.21,5.38
23-06-1983,0,34.8,25.6,0.21,27.62,3.33
24-06-1983,4.5,33.7,22.8,0.23,29.05,2.91
25-06-1983,4,31.9,21.7,0.2,29.41,3.49
26-06-1983,0,31,22.8,0.48,28.23,2.59
27-06-1983,0,32.8,22.8,0.56,26.89,2.43
28-06-1983,0,32.1,22.8,0.62,27.62,2.33
29-06-1983,0,39.8,23.3,0.57,27.47,2.23
30-06-1983,0,35,24.4,0.54,26.03,2.29
01-07-1983,0,34.8,25.6,0.66,22.02,2.12
02-07-1983,0,30.4,25.6,0.61,11.7,2.19
03-07-1983,9.5,35.2,22.2,0.42,13.49,2.75
04-07-1983,0,35.8,21.7,0.35,28.1,3.1
05-07-1983,32.5,28,20.6,0.45,19.51,2.96
06-07-1983,52,35.4,15.6,0.23,28.1,4.1
07-07-1983,0,35.4,18.9,0.23,28.74,4.64
08-07-1983,0,35.8,21.1,0.28,28.29,3.92
09-07-1983,0,37.7,22.2,0.31,24.99,3.23
10-07-1983,0,33.9,22.8,0.37,26.14,3.19
11-07-1983,0,34.4,22.8,0.37,21.36,3.1
12-07-1983,0,26.3,23.3,0.55,5.31,3.67
13-07-1983,0,34,23.3,0.67,4.59,4.02
14-07-1983,6.5,31.8,22.2,0.39,19.59,2.31
15-07-1983,0,33.6,22.8,0.27,27.84,3.34
16-07-1983,0,31.4,24.4,0.21,28.3,4.06
17-07-1983,0,36.5,24.4,0.26,28.55,4.43
18-07-1983,0,27.6,21.7,0.28,26.69,4.51
19-07-1983,0,32,23.3,0.36,28.2,3.58
20-07-1983,0,34.3,24.4,0.67,25.46,2.33
21-07-1983,0,30.6,26.1,0.73,14.3,1.68
22-07-1983,46.5,31.2,22.8,0.68,15.73,1.83
23-07-1983,5,28.9,23.9,0.64,20.68,2.25
24-07-1983,0,25.6,25,0.67,22.83,2.48
