Date,Mean_PCP,Mean_Tmax,Mean_Tmin,rh,solar,wind
01-01-1979,0,19.7,8.9,0.73,0.07,6.24
02-01-1979,0,24,7.8,0.71,13.52,4.1
03-01-1979,0,21.2,8.9,0.68,13.47,4.97
04-01-1979,0,19.3,10,0.7,13.35,5.06
05-01-1979,0,16.9,8.9,0.71,13.65,4.77
06-01-1979,0,21,6.7,0.74,13.55,4.58
07-01-1979,0,23.7,6.7,0.7,13.8,4.39
08-01-1979,0,14,7.8,0.67,13.67,4.89
09-01-1979,0,20,8.9,0.66,13.62,4.99
10-01-1979,0,19.8,10,0.61,13.65,5.23
11-01-1979,0,20.2,10,0.64,13.91,5.4
12-01-1979,0,26.3,10,0.63,14.02,5.43
13-01-1979,0,22.9,8.9,0.62,13.68,4.54
14-01-1979,11.5,22.3,10,0.66,9.73,5.08
15-01-1979,14.7,16.3,10,0.83,1.29,5.31
16-01-1979,38,14,10,0.77,12.17,4
17-01-1979,25.4,17.8,8.3,0.85,5.56,3.93
18-01-1979,0,18.3,7.8,0.73,13.93,4.34
19-01-1979,0,21.4,10,0.69,13.82,4.06
20-01-1979,0,17.2,10,0.7,9.43,4.26
21-01-1979,7.5,19.5,7.8,0.71,5.54,4.64
22-01-1979,0,21.5,9.4,0.67,14.83,4.27
23-01-1979,0,21.6,8.3,0.71,14.12,3.66
24-01-1979,0,22.3,8.9,0.68,15.02,4.31
25-01-1979,0,19.1,7.8,0.62,15.27,4.04
26-01-1979,0,17.9,7.8,0.64,14.73,3.5
27-01-1979,0,23.9,7.8,0.65,13.01,4.16
28-01-1979,0,15.4,8.9,0.59,15.05,4.59
29-01-1979,4.5,20.3,10,0.78,7.9,3.4
30-01-1979,39.4,16.7,6.7,0.9,6.77,4.54
31-01-1979,0,15.4,7.8,0.72,13.77,3.92
01-02-1979,0,22,8.9,0.73,15.73,3.04
02-02-1979,0,20.3,7.8,0.72,5.63,5.68
03-02-1979,0,18.9,8.9,0.65,15.28,4.44
04-02-1979,0,21.4,10,0.72,16.39,3.8
05-02-1979,0,18.7,11.1,0.67,15.49,3.61
06-02-1979,0,20.4,10,0.64,16.25,4.41
07-02-1979,0,24.5,10,0.6,13.21,4.36
08-02-1979,9,25.2,10,0.64,10.16,3.48
09-02-1979,0,20.4,10,0.66,16.67,4.11
10-02-1979,0,24.7,8.9,0.66,16.75,4.29
11-02-1979,0,21.6,10,0.63,14.35,4.17
12-02-1979,0,18,11.1,0.67,16.98,4.34
13-02-1979,0,25.3,10,0.5,16.9,3.69
14-02-1979,0,19.2,12.2,0.53,16.63,6.07
15-02-1979,0,14.1,11.1,0.5,16.69,4.74
16-02-1979,6,17.9,10,0.55,15.79,3.2
17-02-1979,17.5,16.1,11.1,0.74,7.63,4.18
18-02-1979,0,19.6,11.1,0.7,15,4.07
19-02-1979,5,18.1,10,0.57,17.51,4.61
20-02-1979,36,18.6,8.9,0.91,1.73,5.44
21-02-1979,5,20.9,7.8,0.77,14.57,4.23
22-02-1979,0,24.2,8.9,0.71,18.19,3.3
23-02-1979,0,18.3,13.3,0.72,13.11,4.57
24-02-1979,0,19.6,11.1,0.59,18.88,4.39
25-02-1979,0,20.2,10,0.56,19.13,4.43
26-02-1979,0,19,10,0.62,18.02,4.96
27-02-1979,0,21.7,11.1,0.55,19.32,5.78
28-02-1979,0,25.2,10,0.55,17.33,5.14
01-03-1979,0,27.7,10,0.52,19.91,4.27
02-03-1979,0,26.4,8.9,0.84,2.56,6.27
03-03-1979,0,22,10,0.74,5.54,5.12
04-03-1979,0,22.2,10,0.8,3.37,6.16
05-03-1979,4,26.2,8.9,0.76,11.7,5.99
06-03-1979,7.5,27.2,10,0.91,1.29,3.62
07-03-1979,1.4,30.9,11.1,0.73,8.88,3.88
08-03-1979,7.5,23.6,8.9,0.69,10.96,3.77
09-03-1979,8.7,22.5,7.8,0.59,21.52,3.68
10-03-1979,32.5,27.1,8.9,0.5,21.45,4.46
11-03-1979,0,22.6,11.1,0.4,21.28,5.07
12-03-1979,0,17.9,10,0.4,21.83,4.86
13-03-1979,0,18,11.1,0.35,19.99,5.08
14-03-1979,0,21.7,12.2,0.32,21.82,5.69
15-03-1979,0,24.4,11.1,0.31,20.67,4.52
16-03-1979,0,24.8,11.1,0.39,18.14,4.85
17-03-1979,0,25.3,8.9,0.73,3.29,4.48
18-03-1979,0,28.1,11.1,0.43,21.84,4.25
19-03-1979,0,21.2,11.1,0.31,23,4.99
20-03-1979,0.5,27.1,14.4,0.32,22.78,4.23
21-03-1979,22.5,26.8,13.3,0.3,22.92,4.37
22-03-1979,0,29.3,14.4,0.3,21.8,4.39
23-03-1979,0,22.8,14.4,0.24,22.78,6.19
24-03-1979,0,27.8,13.3,0.34,21.25,4.98
25-03-1979,0,26.5,14.4,0.39,20.71,4.53
26-03-1979,0,32.4,14.4,0.26,23.02,4.42
27-03-1979,0,30.1,14.4,0.32,23.07,4.87
28-03-1979,0,33.7,14.4,0.27,23.1,4.78
29-03-1979,0,29.4,15.6,0.28,22.59,6.26
30-03-1979,0,35.6,16.7,0.35,19.49,4.88
31-03-1979,0,34.6,15.6,0.25,22.83,4.67
01-04-1979,0,25,16.7,0.25,23.54,5.03
02-04-1979,2,29,16.1,0.25,23.71,4.12
03-04-1979,0,29.4,17.8,0.36,10.63,5.79
04-04-1979,0,30.2,20,0.46,10.36,4.45
05-04-1979,0,30.8,16.7,0.36,24.47,3.52
06-04-1979,0,28.3,15,0.35,25.3,4.02
07-04-1979,9.3,28.8,17.2,0.26,25.11,4.54
08-04-1979,3.6,25.1,17.8,0.3,25.31,5.07
09-04-1979,0,30.1,16.7,0.2,25.64,5.77
10-04-1979,0,31.5,18.3,0.2,25.29,6.1
11-04-1979,0,38.3,18.3,0.22,22.88,6.01
12-04-1979,0,37.7,18.9,0.19,25.16,6.21
13-04-1979,0,34,17.8,0.2,25.29,6.12
14-04-1979,0,34.4,18.9,0.22,24.91,6.12
15-04-1979,0,34.4,20,0.34,19.5,3.73
16-04-1979,0,29.2,16.7,0.35,16.11,4.19
17-04-1979,0,29.4,15.6,0.3,26.1,4.22
18-04-1979,0,28.7,16.7,0.2,25.68,6.21
19-04-1979,3.4,28.2,21.1,0.19,17.44,5.85
20-04-1979,7.5,30.5,20,0.13,27.65,4.99
21-04-1979,0,37,20,0.18,27.46,5.57
22-04-1979,0,30.7,19.4,0.19,27.77,6
23-04-1979,0,34,20,0.17,27.78,5.58
24-04-1979,0,33.3,21.1,0.18,27.79,5.66
25-04-1979,0,37.5,21.1,0.17,27.65,5.63
26-04-1979,0,35.6,22.2,0.19,27.21,6.5
27-04-1979,0,38.7,23.3,0.16,27.46,6.16
28-04-1979,0,35.5,23.3,0.13,26.86,6.79
29-04-1979,0,40.6,23.9,0.14,26.13,4.9
30-04-1979,0,35.2,25,0.14,27.55,5.26
01-05-1979,0,43,25,0.12,28.79,4.59
02-05-1979,0,44.7,24.4,0.12,29.36,4.81
03-05-1979,0,42,23.3,0.1,29.48,4.45
04-05-1979,0,43.7,22.2,0.12,28.66,6.02
05-05-1979,0,43.7,21.1,0.17,28.3,6.76
06-05-1979,0,42.4,21.1,0.15,28.2,6.56
07-05-1979,0,41.2,22.2,0.14,28.19,6.25
08-05-1979,0,40.6,23.3,0.18,24.9,5.84
09-05-1979,0,33.2,22.2,0.29,11.67,6.18
10-05-1979,0,32.8,22.2,0.13,28.49,5.61
11-05-1979,0,40.4,23.3,0.12,29.26,5.66
12-05-1979,0,40.7,23.3,0.14,18.93,5.64
13-05-1979,0,41.7,23.3,0.15,19.59,6.23
14-05-1979,0,42.7,23.3,0.19,16.96,3.49
15-05-1979,0,38.5,20,0.39,13.91,2.9
16-05-1979,0,36.5,17.8,0.21,28.72,4.31
17-05-1979,0,30.3,18.9,0.14,30.11,5.29
18-05-1979,2,32.8,23.3,0.17,29.33,5.81
19-05-1979,3.6,24.8,22.2,0.14,28.87,6.05
20-05-1979,12.8,34.9,21.1,0.21,28.97,6.53
21-05-1979,0,32.6,20,0.19,19.9,4.47
22-05-1979,0,38,20,0.18,14.82,5
23-05-1979,0,38.4,18.9,0.21,25.69,4.11
24-05-1979,0,32.5,17.8,0.2,28.97,5.67
25-05-1979,3.2,36,21.7,0.23,20.33,4.71
26-05-1979,0,35,17.8,0.27,22.79,4.97
27-05-1979,12.5,40,16.7,0.18,28.69,5.58
28-05-1979,2.5,37,17.8,0.22,21.71,5.08
29-05-1979,0,38.6,18.9,0.14,30.21,6.07
30-05-1979,7.5,35.1,19.4,0.15,30.27,5.57
31-05-1979,1.6,36.7,18.9,0.13,29.53,5.9
01-06-1979,0,36.2,20,0.15,25.35,4.58
02-06-1979,0,38.3,18.9,0.15,30.41,5.45
03-06-1979,0,38.9,19.4,0.13,30.68,5.81
04-06-1979,0,42.1,21.1,0.16,30.53,5.79
05-06-1979,0,33.7,22.2,0.11,30.57,5.77
06-06-1979,0,35,25.6,0.12,30.04,5.37
07-06-1979,0,38.3,25.6,0.15,29.6,5.51
08-06-1979,0,38.4,26.7,0.15,30.15,5.23
09-06-1979,0,31.3,25.6,0.13,30.18,5.13
10-06-1979,0,37.8,26.1,0.12,30.5,4.42
11-06-1979,0,41.3,25.6,0.11,30.33,4.09
12-06-1979,0,37.8,25,0.16,29.56,3.33
13-06-1979,0,35.3,19.4,0.18,28.64,3.68
14-06-1979,0,36.4,21.1,0.17,29.43,4.79
15-06-1979,0,30.7,23.9,0.17,29.75,4.15
16-06-1979,3,42.4,23.3,0.16,30.3,4.23
17-06-1979,35,35.2,24.4,0.17,30.08,3.99
18-06-1979,5,39.8,23.9,0.16,30.1,4.01
19-06-1979,0,36.2,26.1,0.16,30.12,3.77
20-06-1979,0,36.6,27.2,0.16,30.16,4.06
21-06-1979,0,37.9,26.7,0.14,30.06,3.95
22-06-1979,0,33.4,20,0.19,29.83,3.96
23-06-1979,0,37.7,26.7,0.18,29.77,4.34
24-06-1979,0,29.6,21.1,0.22,29.36,3.32
25-06-1979,5.5,34.6,21.1,0.2,29.49,3.69
26-06-1979,22.5,39.2,22.2,0.19,29.72,4.1
27-06-1979,0,37.7,21.1,0.23,29.45,3.71
28-06-1979,17.5,38.3,25.6,0.22,29.16,3.83
29-06-1979,0,38.7,26.7,0.22,29.09,4.48
30-06-1979,0.5,38.9,22.8,0.24,28.72,3.87
01-07-1979,0,32.4,20.6,0.29,27.9,3.72
02-07-1979,0,37.4,20,0.36,24.51,3.23
03-07-1979,12.5,37.1,23.3,0.41,19.97,3.07
04-07-1979,2.5,34.4,24.4,0.34,28.79,3.86
05-07-1979,0,35.5,23.3,0.31,29.11,4.26
06-07-1979,0,29.2,24.4,0.27,29.22,4.62
07-07-1979,27.5,33.8,24.4,0.21,29.6,4.45
08-07-1979,3.5,33.4,22.2,0.22,29.25,3.33
09-07-1979,0,36.3,23.3,0.24,28.7,2.97
10-07-1979,0,32.1,22.2,0.27,28.82,3.16
11-07-1979,0,37.3,23.3,0.31,28.47,2.95
12-07-1979,0,31,25,0.4,26.84,3.18
13-07-1979,0,38.4,22.2,0.48,24.76,2.91
14-07-1979,22.5,31.4,23.3,0.55,25.13,2.33
15-07-1979,0,30.6,23.3,0.57,27.93,2.3
16-07-1979,0,31.7,23.3,0.58,27.02,2.45
17-07-1979,0,28.2,23.3,0.55,26.29,2.04
18-07-1979,35,35,25.6,0.59,26.82,2.05
19-07-1979,10,24.7,26.7,0.68,25.47,2.55
20-07-1979,35,30.2,25.6,0.64,24.69,2.34
21-07-1979,17.5,33.7,24.4,0.74,25.57,2.22
22-07-1979,0.5,32.2,23.3,0.7,22.73,2.72
23-07-1979,5,35.3,24.4,0.6,27.16,3.4
24-07-1979,7.5,27.6,22.2,0.77,10.34,2.48
25-07-1979,15,29.3,22.2,0.62,27.17,3.61
26-07-1979,0,33.7,21.1,0.44,28.01,4.31
27-07-1979,15.7,38.9,23.3,0.42,27.42,4.83
28-07-1979,7.5,37.9,24.4,0.36,27.37,5.09
29-07-1979,6.5,35.2,25.6,0.34,27.66,4.29
30-07-1979,4.7,38.2,23.3,0.37,27.49,3.95
31-07-1979,1.5,38.7,23.3,0.54,27.23,2.68
01-08-1979,0,37.9,22.2,0.57,27.05,2.85
02-08-1979,0,33.2,21.1,0.55,26.89,3.45
03-08-1979,0,30.4,23.3,0.62,26.73,2.6
04-08-1979,0,28.6,23.3,0.4,27.06,3.86
05-08-1979,2.3,30.3,24.4,0.4,26.61,3.67
06-08-1979,4.2,36,23.3,0.37,26.6,3.94
07-08-1979,0.5,34.9,24.4,0.43,26.84,2.96
08-08-1979,3.5,28.5,22.2,0.56,23.55,2.52
09-08-1979,50.1,37.5,22.2,0.45,23.43,2.97
10-08-1979,0,36,23.3,0.63,9.47,2.67
11-08-1979,0,29.7,23.3,0.62,25.49,2.51
12-08-1979,0,32.2,22.2,0.66,25.89,2.11
13-08-1979,28,31.9,23.3,0.74,25.67,2
14-08-1979,5,28.8,23.3,0.7,23.76,2
15-08-1979,0.7,34,23.3,0.6,25.06,2.46
16-08-1979,4.6,35.1,24.4,0.46,24.45,3.62
17-08-1979,0,31.5,23.3,0.4,26.22,3.86
18-08-1979,2.5,30.9,23.3,0.35,26.09,3.75
19-08-1979,51,34.2,23.3,0.3,25.95,4.64
20-08-1979,29.1,30.9,22.2,0.3,25.85,4.54
21-08-1979,12.5,32.3,23.3,0.28,25.54,4.47
22-08-1979,25.9,30.9,23.3,0.3,25.38,4.62
23-08-1979,10,33.7,22.2,0.41,24.95,3.03
24-08-1979,3.5,35.1,23.3,0.42,25.58,3.72
25-08-1979,7.5,31.9,22.2,0.37,26.11,4.52
26-08-1979,0,36.7,23.3,0.34,25.94,4.69
27-08-1979,0,29.2,17.8,0.31,25.45,4.01
28-08-1979,3.5,32.2,24.4,0.31,25.43,4.23
29-08-1979,0,32.1,24.4,0.34,25.23,4.15
30-08-1979,0,31.6,23.3,0.28,25.61,4.7
31-08-1979,0,35.4,23.3,0.33,25.17,4.23
01-09-1979,0,30.9,25.6,0.26,25.16,4.11
02-09-1979,0,32.4,25.6,0.24,25.06,4.3
03-09-1979,2.5,33.9,24.4,0.19,24.79,4.76
04-09-1979,0,34.8,24.4,0.18,23.82,4.85
05-09-1979,0,33.3,21.1,0.23,23.04,3.92
06-09-1979,0,34.6,22.2,0.31,20.92,2.98
07-09-1979,0,34,22.2,0.29,23.83,3.36
08-09-1979,0,33.2,22.2,0.26,23.95,3.35
09-09-1979,0,34.3,22.2,0.2,23.92,3.99
10-09-1979,0,34.3,22.2,0.28,23.53,3.76
11-09-1979,0,30.9,22.2,0.41,22.57,3.87
12-09-1979,1.8,29.4,22.2,0.42,22.44,2.99
13-09-1979,0,28.5,22.2,0.36,22.41,3.64
14-09-1979,2,34,22.8,0.31,22.85,3.86
15-09-1979,0,31,21.1,0.26,22.84,3.66
16-09-1979,6.8,33,22.8,0.26,20.06,3.92
17-09-1979,0.3,35,21.1,0.19,19.62,4.18
18-09-1979,0.2,34,21.1,0.19,19.85,4.29
19-09-1979,0,34.3,21.1,0.15,22.01,4.74
20-09-1979,5.5,34,20,0.16,22.62,3.84
21-09-1979,0,34.5,20,0.14,23.03,3.69
22-09-1979,0,29.4,21.1,0.16,22.8,3.9
23-09-1979,0,32.6,20,0.11,22.97,4.32
24-09-1979,0,33.9,21.1,0.08,22.79,4.23
25-09-1979,0,32.6,21.1,0.11,22.25,5.13
26-09-1979,0,33.5,22.2,0.11,22.35,4.48
27-09-1979,0,36,21.1,0.16,22.22,3.96
28-09-1979,0,33.3,20,0.13,22.14,4.33
29-09-1979,0,37,20,0.1,22.28,3.9
30-09-1979,0,34,18.9,0.11,22.19,3.72
01-10-1979,0,28.2,20,0.09,21.87,3.84
02-10-1979,0,29.6,21.1,0.11,21.56,4.1
03-10-1979,0,33.3,21.1,0.15,21.4,4.37
04-10-1979,0,34.3,21.1,0.16,21.56,4.86
05-10-1979,0,30,20,0.16,21.35,5.04
06-10-1979,0,32.8,22.2,0.21,20.78,4.95
07-10-1979,0,31.2,21.1,0.2,20.86,4.5
08-10-1979,0,34.8,20,0.2,20.77,4.5
09-10-1979,0,32.5,21.1,0.19,20.53,4.01
10-10-1979,0,35.4,20,0.15,20.29,4.6
11-10-1979,0,28,21.1,0.18,19.64,4.76
12-10-1979,0,35.2,20,0.19,19.66,4.74
13-10-1979,0,32.4,22.2,0.2,19.29,4.55
14-10-1979,0,30.7,21.1,0.19,18.97,4.99
15-10-1979,0,33.6,20,0.19,18.95,5.01
16-10-1979,0,32.8,21.1,0.2,18.89,5.21
17-10-1979,0,33.7,20,0.21,18.7,5.62
18-10-1979,0,30.9,20,0.22,18.78,4.98
19-10-1979,0,30,17.8,0.19,18.86,4.73
20-10-1979,0.1,31.4,17.2,0.2,18.46,4.8
21-10-1979,0,31.3,17.2,0.22,17.85,4.2
22-10-1979,0,27.4,16.7,0.24,17.73,3.45
23-10-1979,0,27,17.8,0.23,16.48,3.96
24-10-1979,0,32.5,18.9,0.22,17.58,4.12
25-10-1979,0,29,17.2,0.22,17.57,4.5
26-10-1979,0,28.2,17.8,0.29,17.6,4.04
27-10-1979,0,33.6,16.7,0.23,17.6,4.1
28-10-1979,0,30.5,17.2,0.26,17.29,3.8
29-10-1979,0,28.6,17.8,0.25,17.05,4.33
30-10-1979,0,26.5,16.7,0.25,17.1,3.87
31-10-1979,0,30.2,17.8,0.22,17.12,3.73
01-11-1979,0,29.7,15.6,0.19,17.08,4.7
02-11-1979,0,26,16.7,0.24,16.68,4.67
03-11-1979,0,30.8,17.8,0.25,16.69,4.44
04-11-1979,0,25.6,16.7,0.22,16.43,4.65
05-11-1979,0,23.2,17.8,0.21,16.11,4.16
06-11-1979,0,23.5,16.7,0.15,16.29,4.62
07-11-1979,0,27.2,17.8,0.19,16.09,4.91
08-11-1979,0,24.3,23.3,0.26,13.73,5.5
09-11-1979,0,24.8,18.9,0.3,9.91,3.93
10-11-1979,0,25,22.2,0.22,15.91,4.1
11-11-1979,0,19.7,23.3,0.18,15.94,3.98
12-11-1979,0,25.7,21.1,0.37,10.96,4.11
13-11-1979,0,26.5,20,0.23,15.44,4.55
14-11-1979,0,26.2,20,0.22,15.4,4.39
15-11-1979,3,25.4,22.2,0.25,6.29,4.36
16-11-1979,0,22.9,21.1,0.26,14.8,3.78
17-11-1979,0,22,22.2,0.23,15.27,3.94
18-11-1979,0,22.3,22.2,0.22,15.3,3.79
19-11-1979,0,25,21.1,0.14,15.5,4.3
20-11-1979,0,24.6,20,0.14,15.22,4.22
21-11-1979,2,20.4,17.8,0.19,12.07,3
22-11-1979,0,25.6,14.4,0.23,14.4,2.99
23-11-1979,0,27.7,14.4,0.29,13.26,3.42
24-11-1979,0,21.5,15.6,0.54,0.99,4.44
25-11-1979,0,23.2,14.4,0.38,13.27,3.03
26-11-1979,0,21.8,15.6,0.36,14.12,3.28
27-11-1979,0,28,15.6,0.31,14.35,3.55
28-11-1979,0,22.7,14.4,0.28,13.66,3.21
29-11-1979,0,27.5,15.6,0.41,8.83,3.67
30-11-1979,0,29.6,16.7,0.34,13.82,3.79
01-12-1979,0,19.7,16.7,0.37,14.03,3.87
02-12-1979,4,19.6,14.4,0.33,13.73,4.08
03-12-1979,0,19.7,14.4,0.38,14.15,5.27
04-12-1979,0,23.1,12.2,0.45,14.04,4.89
05-12-1979,0,21.9,13.3,0.47,13.76,5.38
06-12-1979,0.5,18,13.3,0.51,13.6,5.15
07-12-1979,0,23.7,12.2,0.55,13.7,5.47
08-12-1979,0,22.3,13.3,0.58,13.55,4.77
09-12-1979,0,16.6,13.3,0.59,12.79,4.32
10-12-1979,0,22.3,13.3,0.57,12.82,4.65
11-12-1979,0,20.6,12.2,0.57,13.16,4.7
12-12-1979,0,22.7,12.2,0.58,13.18,5.14
13-12-1979,0,19.3,11.1,0.61,13.43,5.1
14-12-1979,0,19.9,11.1,0.63,9,4.33
15-12-1979,0,22.7,10,0.7,9.5,3.72
16-12-1979,0,22.9,9.4,0.73,13.18,4.39
17-12-1979,0,20.4,8.9,0.69,13.35,3.43
18-12-1979,0,25.4,11.1,0.75,6.86,4.64
19-12-1979,0,18.6,11.7,0.76,9.83,5.15
20-12-1979,0,17.1,10,0.65,12.97,5.51
21-12-1979,0,19.3,7.8,0.72,12.72,4.51
22-12-1979,0,21.8,10,0.82,4.46,4.91
23-12-1979,0,21.8,12.2,0.73,9.55,5.83
24-12-1979,0,17.2,9.4,0.58,12.24,5.85
25-12-1979,0,16.1,11.7,0.75,10.06,5.46
26-12-1979,0,21.1,14.4,0.83,2.96,5.75
27-12-1979,0,18.6,11.1,0.66,13.34,4.92
28-12-1979,0,16.8,10,0.72,12.28,4.96
29-12-1979,2,28.6,12.8,0.92,2.19,2.58
30-12-1979,12,24.2,10,0.79,11.58,3.93
31-12-1979,0,21.1,11.1,0.88,0.01,6.52
01-01-1980,7,19.7,11.1,0.88,1.12,5.18
02-01-1980,7.9,20.3,11.7,0.87,4.36,4.86
03-01-1980,5,21.7,11.7,0.74,13.53,5.33
04-01-1980,0,20.1,11.7,0.52,13.55,4.43
05-01-1980,0,24.5,6.7,0.53,13.77,4.55
06-01-1980,0,18.5,7.2,0.47,14.11,4.54
07-01-1980,0,17.8,6.7,0.44,13.91,4.18
08-01-1980,0,11.3,8.9,0.45,12.8,3.92
09-01-1980,0,19.2,7.8,0.48,13.89,4.79
10-01-1980,0,19,7.2,0.32,14.29,5.32
11-01-1980,0,15.5,6.1,0.32,14.29,3.67
12-01-1980,0,17.3,7.8,0.44,9,4.27
13-01-1980,0,20.4,7.2,0.44,14.25,4.82
14-01-1980,0,21.1,7.8,0.33,14.35,5.18
15-01-1980,0,23.5,8.9,0.31,13.53,3.96
16-01-1980,0,19.8,12.8,0.32,7.67,4.47
17-01-1980,0,14.9,12.2,0.38,14.14,4.16
18-01-1980,0,21.6,10.6,0.39,13.86,4.07
19-01-1980,0,18.6,10,0.35,14.44,5.64
20-01-1980,0,19.6,11.1,0.39,13.2,4.4
21-01-1980,0,18.9,10,0.46,14.04,4.01
22-01-1980,0,22.6,10,0.51,14.31,4.84
23-01-1980,0,18.6,8.9,0.48,15.13,5.06
24-01-1980,0,21.6,11.1,0.52,11.85,5.57
25-01-1980,0,19.9,11.1,0.56,6.26,5
26-01-1980,0,20.1,11.1,0.65,11.4,5.1
27-01-1980,0,17.1,12.2,0.74,3.79,5.7
28-01-1980,0.7,18.7,11.1,0.62,13.87,4.09
29-01-1980,0,26,11.1,0.64,15.95,4.45
30-01-1980,0,21.8,10,0.61,16.03,4.49
31-01-1980,0,19.6,11.1,0.59,16.05,4.23
01-02-1980,0,20.4,11.1,0.54,15.51,4.17
02-02-1980,0,18.8,11.1,0.77,2.19,5.45
03-02-1980,1,20.5,11.1,0.67,13.47,4.16
04-02-1980,2,22.3,10,0.69,8.47,5.14
05-02-1980,3,20.8,10,0.38,16.48,3.63
06-02-1980,0,24.5,8.9,0.49,17.01,4.53
07-02-1980,0,21,6.7,0.5,16.92,5.43
08-02-1980,0,23.7,7.8,0.5,15.43,6.19
09-02-1980,0,22.9,7.8,0.48,16.96,5.68
10-02-1980,0,25.6,8.9,0.55,17.36,4.03
11-02-1980,0,23.6,11.1,0.56,16.98,3.82
12-02-1980,0,25.8,10,0.55,16.14,3.9
13-02-1980,0,20.5,10,0.43,16.17,5.51
14-02-1980,0,24.6,13.3,0.63,7.72,5.12
15-02-1980,7.5,26.7,14.4,0.67,4.02,5.38
16-02-1980,6,22.9,13.3,0.62,9.79,4.71
17-02-1980,6.3,24.1,12.2,0.44,17.66,5.03
18-02-1980,0,21.9,12.8,0.34,18.05,5.48
19-02-1980,0,19.1,12.2,0.5,18.12,5.28
20-02-1980,0.7,25.1,12.8,0.51,15.08,6.13
21-02-1980,0,23.7,11.7,0.42,18.39,5.35
22-02-1980,0,24.3,12.2,0.43,17.13,6.64
23-02-1980,0,23.2,13.3,0.4,18.56,6.32
24-02-1980,0,24.6,12.2,0.44,19.45,5.89
25-02-1980,0,24.7,13.3,0.47,19.62,5.08
26-02-1980,0,27.5,12.2,0.5,18.59,5.65
27-02-1980,0,19.9,13.3,0.5,11.53,7.02
28-02-1980,0.3,21.3,13.3,0.6,10.6,7.19
29-02-1980,0,20.6,14.4,0.38,18.24,5.97
01-03-1980,0,17.5,13.3,0.29,19.78,5.72
02-03-1980,0,25.6,14.4,0.44,19.77,4.82
03-03-1980,0,21.5,12.2,0.61,4.74,4.12
04-03-1980,3,25.1,13.3,0.37,19.11,4.59
05-03-1980,35,21.9,11.1,0.76,1.87,4.85
06-03-1980,0,27,10,0.8,1.67,4.16
07-03-1980,0,24,8.9,0.39,21.5,4.41
08-03-1980,0,23.9,8.9,0.44,11.98,4.56
09-03-1980,0,29.2,10,0.32,20.39,4.94
10-03-1980,0,21,10,0.41,16.31,3.97
11-03-1980,0.7,23.7,11.1,0.44,13.85,5.61
12-03-1980,0,22.3,10,0.51,21.69,5.6
13-03-1980,0,24.9,11.1,0.25,21.74,5.48
14-03-1980,0,30.1,12.2,0.28,21.18,5.38
15-03-1980,0,28.7,14.4,0.35,8.47,4.06
16-03-1980,0,20.5,15.6,0.26,18.78,4.25
17-03-1980,0,25,14.4,0.18,21.97,5.78
18-03-1980,0,28.9,15.6,0.6,2.93,5.73
19-03-1980,0,23.9,12.2,0.26,22.8,4.98
20-03-1980,0,28.4,12.2,0.22,22.36,4.62
21-03-1980,0,21.6,14.4,0.28,20.21,5
22-03-1980,0,25.8,15.6,0.18,22.8,4.97
23-03-1980,0,20.1,16.7,0.19,19.45,5.69
24-03-1980,0,31.6,16.7,0.2,19.5,5.5
25-03-1980,0,27.4,17.8,0.19,21.9,5.57
26-03-1980,0,25.2,17.8,0.17,23.96,5.06
27-03-1980,1,29.3,18.3,0.19,24.26,5.03
28-03-1980,18,24.3,17.8,0.24,8.58,5.8
29-03-1980,0,26.8,18.9,0.52,4.9,5.38
30-03-1980,0,25.4,14.4,0.32,23.82,4.25
31-03-1980,0,30.5,15.6,0.21,24.33,4
01-04-1980,0,24.3,15.6,0.19,24.37,4.05
02-04-1980,11.5,32.7,17.8,0.3,21.56,4.84
03-04-1980,0,29.4,15.6,0.25,16.72,4.47
04-04-1980,0,29.8,16.7,0.21,25.09,5.12
05-04-1980,0,29.9,18.3,0.19,25.49,4.58
06-04-1980,0,30.3,16.7,0.18,24.13,5.34
07-04-1980,0,25.6,18.9,0.21,21.39,4.55
08-04-1980,0,25.6,16.7,0.23,24.81,5.96
09-04-1980,0,30.7,21.7,0.25,25.32,5.56
10-04-1980,0,30.2,21.1,0.17,26.14,6.06
11-04-1980,5,32.1,22.2,0.18,24.44,7.06
12-04-1980,0,25,21.1,0.23,18.38,4.23
13-04-1980,0,27.6,20,0.17,25.88,6.21
14-04-1980,0,28.6,20,0.14,25.7,5.84
15-04-1980,0.2,24.5,22.2,0.17,25.11,5.76
16-04-1980,0,29.3,21.1,0.19,26.49,5.13
17-04-1980,0,27.2,23.3,0.21,26.59,5.84
18-04-1980,0,25.9,24.4,0.3,26.15,7.15
19-04-1980,0,25.6,24.4,0.27,26.31,7.46
20-04-1980,0,26.1,24.4,0.24,27.03,7.15
21-04-1980,0,24.6,25.6,0.22,27.1,7.29
22-04-1980,0,31.4,24.4,0.24,23.54,7.1
23-04-1980,0,37.8,24.4,0.28,27.93,6.52
24-04-1980,0,30.6,23.3,0.26,28.03,6.4
25-04-1980,0,37.5,24.4,0.18,28.13,6.98
26-04-1980,0,32.4,25.6,0.17,27.37,7.56
27-04-1980,0,35.5,26.7,0.19,26.44,7.36
28-04-1980,0,32.4,25.6,0.22,26.91,6.67
29-04-1980,0,29.5,25.6,0.19,27.32,6.95
30-04-1980,0,27.3,25.6,0.2,27.57,6.63
